"id","title","author","poem_body","dynasty","tac","appreciation","background","self_intro"
11,怨情,李白,"
美人卷珠帘，深坐颦蛾眉。(颦 一作：蹙)但见泪痕湿，不知心恨谁。
",唐代,译文美人卷起珠帘，深闺独坐还皱着蛾眉。只见玉颜上泪痕斑斑，不知她心里究竟恨的是谁。注释⑴卷珠帘：意指其卷帘相望。珠帘：珠串的帷帘。⑵深坐：长久的坐。颦（pín）：皱眉。蛾眉：蚕蛾触须弯而细长，故以称女子之眉。《诗·硕人》：“螓首蛾眉。”,语言平浅简易，情态缠绵凄凉，含蓄蕴藉，言短意长。“含蓄有古意”、“直接国风之遗”，在理解李白诗歌的时候应该注意这些。古代的“美人”不是一个普通的词，与现代的“美女”很不一样。《离骚》里的“香草美人”指贤臣明君；《诗经》中的美人指容德俱美的年轻女子，“有美一人，清扬婉兮”。“美人卷珠帘”是指品性容貌都美好的闺中女子，李白诗歌的“含蓄蕴藉”是指诗歌中主人公情韵的婉转，而非指寄托兴寓，所以说它“直接国风之遗”。“深坐颦蛾眉”，“深”的意思是有多层的。“庭院深深深几许，杨柳堆烟，幕帘无重数。”（欧阳修《蝶恋花》）女子所住的闺房在“幕帘无重数”的深院里，十分幽深，十分寂寞,"",李白（701年－762年），字太白，号青莲居士，唐朝浪漫主义诗人，被后人誉为“诗仙”。祖籍陇西成纪(待考)，出生于西域碎叶城，4岁再随父迁至剑南道绵州。李白存世诗文千余篇，有《李太白集》传世。762年病逝，享年61岁。其墓在今安徽当涂，四川江油、湖北安陆有纪念馆。► 1180篇诗文
12,乐游原 / 登乐游原,李商隐,"
向晚意不适，驱车登古原。夕阳无限好，只是近黄昏。
",唐代,译文傍晚时心情不快，驾着车登上古原。夕阳啊无限美好，只不过已是黄昏。注释乐游原：在长安（今西安）城南，是唐代长安城内地势最高地。汉宣帝立乐游庙，又名乐游苑。登上它可望长安城。乐游原在秦代属宜春苑的一部分，得名于西汉初年。《汉书·宣帝纪》载，“神爵三年，起乐游苑”。汉宣帝第一个皇后许氏产后死去葬于此，因“苑”与“原”谐音，乐游苑即被传为“乐游原”。对此《关中记》有记载：“宣帝许后葬长安县乐游里，立庙于曲江池北，曰乐游庙，因苑（《长安志》误作葬字）为名。”向晚：傍晚。不适：不悦， 不快。古原：指乐游原。,这首诗反映了作者的伤感情绪。当诗人为排遣“意不适”的情怀而登上乐游原时，看到了一轮辉煌灿烂的黄昏斜阳，于是发乎感慨。此诗前两句“向晚意不适，驱车登古原”点明登古原的时间和原因。“向晚”指天色快黑了，“不适”指不悦。诗人心情忧郁，为了解闷，就驾着车子外出眺望风景，于是登上古原，即乐游原。自古诗人词客，善感多思，而每当登高望远，送目临风，更易引动无穷的思绪：家国之悲，身世之感，古今之情，人天之思，往往错综交织，所怅万千，殆难名状。陈子昂一经登上幽州古台，便发出了“念天地之悠悠”的感叹，恐怕是最有代表性的例子了。李商隐这次驱车登古原，却不是为了去寻求感慨，而是为了排遣,创作背景　　李商隐所处的时代是国运将尽的晚唐，尽管他有抱负，但是无法施展，很不得志。李商隐得到王茂之的器重，王将女儿嫁给了他。因为王茂之是李党的重要人物，李商隐从此陷入牛李党争不能自拔，在官场之中异常失意，这首《乐游原》正是他心境郁闷的真实写照。,李商隐，字义山，号玉溪（谿）生、樊南生，唐代著名诗人，祖籍河内（今河南省焦作市）沁阳，出生于郑州荥阳。他擅长诗歌写作，骈文文学价值也很高，是晚唐最出色的诗人之一，和杜牧合称“小李杜”，与温庭筠合称为“温李”，因诗文与同时期的段成式、温庭筠风格相近，且三人都在家族里排行第十六，故并称为“三十六体”。其诗构思新奇，风格秾丽，尤其是一些爱情诗和无题诗写得缠绵悱恻，优美动人，广为传诵。但部分诗歌过于隐晦迷离，难于索解，至有“诗家总爱西昆好，独恨无人作郑笺”之说。因处于牛李党争的夹缝之中，一生很不得志。死后葬于家乡沁阳（今河南焦作市沁阳与博爱县交界之处）。作品收录为《李义山诗集》。► 601篇诗文
13,听筝,李端,"
鸣筝金粟柱，素手玉房前。欲得周郎顾，时时误拂弦。
",唐代,译文金粟轴的古筝发出优美的声音，那素手拨筝的美人坐在玉房前。想尽了办法为博取周郎的青睐，你看她故意地时时拨错了琴弦。注释听筝：弹奏筝曲。金粟：古也称桂为金粟，这里当是指弦轴之细而精美。柱：定弦调音的短轴。素手：指弹筝女子纤细洁白的手。玉房：指玉制的筝枕。房，筝上架弦的枕。周郎：指三国时吴将周瑜。他二十四岁为大将，时人称其为“周郎”。他精通音乐，听人奏错曲时，即使喝得半醉，也会转过头看一下奏者。当时人称：“曲有误，周郎顾。”拂弦：拨动琴弦。,这首小诗轻捷洒脱，寥寥数语，就在读者面前展示了一幅线条流畅，动态鲜明的舞台人物速写图。“鸣筝金粟柱，素手玉房前。”诗的一二句写弹筝的女子纤手拨筝，正处于弹奏状态。筝是一种弦乐器。从唐诗中所描写的筝来看，筝是十三根弦，如：“花脸云鬟坐玉楼，十三弦里一时愁”（白居易《听崔七妓人筝》）。“大艑高船一百尺，清声促柱十三弦”（刘禹锡《夜闻商人船中筝》）。此诗是速写，当然必须抓住最能突出主题的部分。最引人注目的，首先便是弹筝者手中正在拨弄的乐器，特别是那绚丽华美，闪烁着点点金色光斑的弦柱。接着，诗人的目光又自然而然地落到那双正在琴弦上跳动的洁白如玉的纤手上，以及弹奏的环境。,"",李端(约743-782?)，字正已，赵州(今河北赵县)人。少居庐山，师诗僧皎然。大历五年进士。曾任秘书省校书郎、杭州司马。晚年辞官隐居湖南衡山，自号衡岳幽人。今存《李端诗集》三卷。其诗多为应酬之作，多表现消极避世思想，个别作品对社会现实亦有所反映，一些写闺情的诗也清婉可诵，其风格与司空曙相似。李端是大历十才子之一，在“十才子”中年辈较轻，但诗才卓越，是“才子中的才子”。他的名篇《听筝》入选《唐诗三百首》。► 252篇诗文
14,渡汉江,宋之问,"
岭外音书断，经冬复历春。近乡情更怯，不敢问来人。
",唐代,译文流放岭南与亲人断绝了音信，熬过了冬天又经历一个新春。越走近故乡心里就越是胆怯，不敢打听从家那边过来的人。注释汉江：汉水。长江最大支流，源出陕西，经湖北流入长江。岭外：五岭以南的广东省广大地区，通常称岭南。唐代常作罪臣的流放地。书：信。来人：渡汉江时遇到的从家乡来的人。,《渡汉江》诗意在写思乡情切，真实地刻画了诗人久别还乡，即将到家时的激动而又复杂的心情。语极浅近，意颇深邃；描摹心理，熨贴入微；不矫揉造作，自然至美。前两句追叙贬居岭南的情况。贬斥蛮荒，本就够悲苦的了，何况又和家人音讯隔绝，彼此未卜存亡，更何况又是在这种情况下经冬历春，捱过漫长的时间。诗人没有平列空间的悬隔、音书的断绝、时间的久远这三层意思，而是依次层递，逐步加以展示，这就强化和加深了贬居遐荒期间孤孑、苦闷的感情，和对家乡、亲人的思念。“断”字“复”字，似不着力，却很见作意。此诗人困居贬所时那种与世隔绝的处境，失去任何精神慰藉的生活情景，以及度日如年、难以忍受的精,创作背景　　此诗一说作于宋之问神龙二年（706年）途经汉水时。武氏去世后，唐中宗将其贬为泷州参军。神龙元年（705年）十月宋之问过岭，次年春即冒险逃回洛阳，途经汉江时写下了此诗。另一说，此诗是李频由贬所泷州逃归洛阳，途经汉江（指襄阳附近的汉水）时所作。,宋之问，字延清，一名少连，汉族，汾州（今山西汾阳市）人。一说虢州弘农（今河南灵宝县）人。初唐时期的著名诗人。► 218篇诗文
15,八阵图,杜甫,"
功盖三分国，名成八阵图。（名成 一作：名高）江流石不转，遗恨失吞吴。
",唐代,译文三国鼎立你建立了盖世功绩，创八阵图你成就了永久声名。江水东流推不转你布阵石头，千古遗恨你灭吴失策功未就。注释八阵图：由八种阵势组成的图形，用来操练军队或作战。盖：超过。三分国：指三国时魏、蜀、吴三国。石不转：指涨水时，八阵图的石块仍然不动。失吞吴：是吞吴失策的意思。,“功盖三分国，名成八阵图“两句赞颂诸葛亮的丰功伟绩。第一句是从总的方面写，说诸葛亮在确立魏蜀吴三分天下、鼎足而立局势的过程中，功绩最为卓绝。三国并存局面的形成，固然有许多因素，而诸葛亮辅助刘备从无到有地创建蜀国基业，应该说就是重要原因之一。杜甫这一高度概括的赞语，客观地反映了三国时代的历史真实。第二句是从具体的方面来写，说诸葛亮创制八阵图使他声名更加卓著。对这一点古人曾屡加称颂，如成都武侯祠中的碑刻就写道：“一统经纶志未酬，布阵有图诚妙略。”“江上阵图犹布列，蜀中相业有辉光。”而杜甫的这句诗则是更集中、更凝炼地赞颂了诸葛亮的军事业绩。头两句诗在写法上用的是对仗句,创作背景　　杜甫在唐代宗大历元年（766年）夏迁居夔州，夔州有武侯庙，江边有八阵图，传说为三国时诸葛亮在夔州江滩所设。向来景仰诸葛亮的杜甫用了许多笔墨记咏古迹抒发情怀。《八阵图》便是其中一首。,杜甫（712－770），字子美，自号少陵野老，世称“杜工部”、“杜少陵”等，汉族，河南府巩县（今河南省巩义市）人，唐代伟大的现实主义诗人，杜甫被世人尊为“诗圣”，其诗被称为“诗史”。杜甫与李白合称“李杜”，为了跟另外两位诗人李商隐与杜牧即“小李杜”区别开来，杜甫与李白又合称“大李杜”。他忧国忧民，人格高尚，他的约1400余首诗被保留了下来，诗艺精湛，在中国古典诗歌中备受推崇，影响深远。759-766年间曾居成都，后世有杜甫草堂纪念。► 1376篇诗文
16,宿建德江,孟浩然,"
移舟泊烟渚，日暮客愁新。野旷天低树，江清月近人。
",唐代,译文把小船停靠在烟雾迷蒙的小洲，日暮时分新愁又涌上客子心头。旷野无边无际远天比树还低沉，江水清清明月来和人相亲相近。注释建德江：指新安江流经建德（今属浙江）西部的一段江水。移舟：划动小船。泊：停船靠岸。烟渚（zhǔ）：指江中雾气笼罩的小沙洲。烟：一作“幽”。渚：水中小块陆地。《尔雅·释水》：“水中可居者曰洲，小洲曰渚。”客：指作者自己。愁：为思乡而忧思不堪。野：原野。旷：空阔远大。天低树：天幕低垂，好像和树木相连。月近人：倒映在水中的月亮好像来靠近人。,"这首诗不以行人出发为背景，也不以船行途中为背景，而是以舟泊暮宿为背景。它虽然露出一个“愁”字，但立即又将笔触转到景物描写上去了。可见它在选材和表现上都是很有特色的。诗的起句“移舟泊烟渚”，“移舟”，就是移舟近岸的意思；“泊”，这里有停船宿夜的含意。行船停靠在江中的一个烟雾朦胧的小洲边，这一面是点题，另一面也就为下文的写景抒情作了准备。第二句“日暮客愁新”,中的“日暮”显然和上句的“泊”、“烟”有联系，因为日暮，船需要停宿；也因为里的一段：“君子于役，不知其期，曷至哉？鸡栖于埘，日之夕矣，羊牛下来，君子于役，如之何勿思？”（《诗经·王风·君子于役》）这里写一位妇女",创作背景　　孟浩然于唐玄宗开元十八年（730年）离乡赴洛阳，再漫游吴越，借以排遣仕途失意的悲愤。《宿建德江》当作于作者漫游吴越时，与《问舟子》是同一时期的作品。,孟浩然（689-740），男，汉族，唐代诗人。本名不详（一说名浩），字浩然，襄州襄阳（今湖北襄阳）人，世称“孟襄阳”。浩然，少好节义，喜济人患难，工于诗。年四十游京师，唐玄宗诏咏其诗，至“不才明主弃”之语，玄宗谓：“卿自不求仕，朕未尝弃卿，奈何诬我？”因放还未仕，后隐居鹿门山，著诗二百余首。孟浩然与另一位山水田园诗人王维合称为“王孟”。► 334篇诗文
17,春晓,孟浩然,"
春眠不觉晓，处处闻啼鸟。夜来风雨声，花落知多少。
",唐代,译文春夜酣睡天亮了也不知道，醒来只听到到处有鸟儿啼叫。想起昨夜里风声紧雨声潇潇，花儿不知道被打落了多少？注释⑴不觉晓：不知不觉天就亮了。晓：早晨，天明，天刚亮的时候。⑵闻：听见。啼鸟：鸟啼，鸟的啼叫声。⑶“夜来”句：一作“欲知昨夜风”。⑷“花落”句：一作“花落无多少”。知多少：不知有多少。知：不知，表示推想。,《春晓》这首诗是诗人隐居在鹿门山时所做，意境十分优美。诗人抓住春天的早晨刚刚醒来时的一瞬间展开描写和联想，生动地表达了诗人对春天的热爱和怜惜之情。此诗没有采用直接叙写眼前春景的一般手法，而是通过“春晓”(春天早晨)自己一觉醒来后瞬间的听觉感受和联想，捕捉典型的春天气息，表达自己喜爱春天和怜惜春光的情感。诗的前两句写诗人因春宵梦酣，天已大亮了还不知道，一觉醒来，听到的是屋外处处鸟儿的欢鸣。诗人惜墨如金，仅以一句“处处闻啼鸟”来表现充满活力的春晓景象。但人们由此可以知道就是这些鸟儿的欢鸣把懒睡中的诗人唤醒，可以想见此时屋外已是一片明媚的春光，可以体味到诗人对春天的赞,创作背景　　孟浩然早年隐居在鹿门山，后入长安谋求官职，考进士不中，还归故乡。《春晓》即是他隐居鹿门山时所作。,孟浩然（689-740），男，汉族，唐代诗人。本名不详（一说名浩），字浩然，襄州襄阳（今湖北襄阳）人，世称“孟襄阳”。浩然，少好节义，喜济人患难，工于诗。年四十游京师，唐玄宗诏咏其诗，至“不才明主弃”之语，玄宗谓：“卿自不求仕，朕未尝弃卿，奈何诬我？”因放还未仕，后隐居鹿门山，著诗二百余首。孟浩然与另一位山水田园诗人王维合称为“王孟”。► 334篇诗文
18,春怨 / 伊州歌,金昌绪,"
打起黄莺儿，莫教枝上啼。啼时惊妾梦，不得到辽西。
",唐代,译文我敲打树枝，赶走树上的黄莺，不让它在树上乱叫。它清脆的叫声，惊醒了我的梦，害得我在梦中不能赶到辽西，与戍守边关的亲人相见。注释辽西：古郡名，在今辽宁省辽河以西地方。妾：女子的自称。莫：不。,这首诗，语言生动活泼，具有民歌色彩，而且在章法上还有其与众不同的特点：它通篇词意联属，句句相承，环环相扣，四句诗形成了一个不可分割的整体，达到了王夫之在《夕堂永日绪论》中为五言绝句提出的“就一意圆净成章”的要求。这一特点，人所共称。谢榛在《四溟诗话》中曾把诗的写法分为两种：一种是“一句一意”，“摘一句亦成诗”，如杜甫诗“日出篱东水，云生舍北泥。竹高鸣翡翠，沙僻舞鹍鸡”（《绝句六首》之一），属于此类；另一种是“一篇一意”，“摘一句不成诗”，这首《春怨》诗就是一个典型的例子。王世贞在《艺苑卮言》中更赞美这首诗的“篇法圆紧，中间增一字不得，着一意不得”。沈德潜在《唐诗别裁》中也说：“一气蝉,"",生卒年不详。唐朝余杭（钱塘）（今浙江杭州市）人，身世不可考，诗传于世仅《春怨》一首。► 1篇诗文
19,江雪,柳宗元,"
千山鸟飞绝，万径人踪灭。孤舟蓑笠翁，独钓寒江雪。
",唐代,译文所有的山上，飞鸟的身影已经绝迹，所有道路都不见人的踪迹。江面孤舟上，一位披戴着蓑笠的老翁，独自在大雪覆盖的寒冷江面上垂钓。注释绝：无，没有。万径：虚指，指千万条路。人踪：人的脚印。孤：孤零零。蓑笠（suō lì）：蓑衣和斗笠　笠：用竹篾编成的帽子。独：独自。,柳宗元笔下的山水诗有个显著的特点，那就是把客观境界写得比较幽僻，而诗人的主观的心情则显得比较寂寞，甚至有时不免过于孤独，过于冷清，不带一点人间烟火气。这首《江雪》正是这样，诗人只用了二十个字，就描绘了一幅幽静寒冷的画面：在下着大雪的江面上，一叶小舟，一个老渔翁，独自在寒冷的江心垂钓。诗人向读者展示的，是这样一些内容：天地之间是如此纯洁而寂静，一尘不染，万籁无声；渔翁的生活是如此清高，渔翁的性格是如此孤傲。其实，这正是柳宗元由于憎恨当时那个一天天在走下坡路的唐代社会而创造出来的一个幻想境界，比起陶渊明《桃花源记》里的人物，恐怕还要显得虚无缥缈，远离尘世。诗人所要具,创作背景　　此诗作于柳宗元谪居永州期间（公元805年—815年）。唐顺宗永贞元年（805），柳宗元参加了王叔文集团发动的永贞革新运动，改革很快失败，柳宗元被贬为永州司马，流放十年。险恶的环境压迫，并没有把他压垮。他把人生的价值和理想志趣，通过诗歌来加以展现。,柳宗元（773年－819年），字子厚，唐代河东（今山西运城）人，杰出诗人、哲学家、儒学家乃至成就卓著的政治家，唐宋八大家之一。著名作品有《永州八记》等六百多篇文章，经后人辑为三十卷，名为《柳河东集》。因为他是河东人，人称柳河东，又因终于柳州刺史任上，又称柳柳州。柳宗元与韩愈同为中唐古文运动的领导人物，并称“韩柳”。在中国文化史上，其诗、文成就均极为杰出，可谓一时难分轩轾。► 196篇诗文
20,秋夜寄邱员外 / 秋夜寄丘二十二员外,韦应物,"
怀君属秋夜，散步咏凉天。空山松子落，幽人应未眠。
",唐代,译文怀念你竟在这深秋的夜晚，散步咏叹多么寒凉的霜天。想此刻空山中正掉落松子，幽居的友人一定还未安眠。注释丘二十二员外：名丹，苏州人，曾拜尚书郎，后隐居平山上。一作“邱二十二员外”。属：正值，适逢，恰好。幽人：幽居隐逸的人，悠闲的人，此处指丘员外。,"","",韦应物（737～792），中国唐代诗人。汉族，长安(今陕西西安)人。今传有10卷本《韦江州集》、两卷本《韦苏州诗集》、10卷本《韦苏州集》。散文仅存一篇。因出任过苏州刺史，世称“韦苏州”。诗风恬淡高远，以善于写景和描写隐逸生活著称。► 590篇诗文
21,终南望余雪,祖咏,"
终南阴岭秀，积雪浮云端。林表明霁色，城中增暮寒。
",唐代,译文遥望终南，北山秀丽，皑皑白雪，若浮云间。雪后初晴，林梢之间闪烁着夕阳余晖，晚时分，长安城内又添了几分积寒。注释终南：山名，在唐京城长安（今陕西西安）南面六十里处。余雪：指未融化之雪。《全唐诗》此诗题下有小字注：“有司试此题，咏赋四句即纳，或诘之，曰‘意尽’。”阴岭：北面的山岭，背向太阳，故曰阴。林表：林外，林梢。霁（jì）：雨、雪后天气转晴。,此诗载于《全唐诗》卷一百三十一。下面是中国古典文学专家、陕西师范大学文学研究所所长霍松林先生对此诗的赏析。据《唐诗纪事》卷二十记载，这首诗是祖咏在长安应试时作的。按照规定，应该作成一首六韵十二句的五言排律，但他只写了这四句就交卷。有人问他为什么，他说：“意思已经完满了。”这真是无话即短，不必画蛇添足。题意是望终南余雪。从长安城中遥望终南山，所见的自然是它的“阴岭”（山北叫做“阴”）；而且，惟其“阴”，才有“馀雪”。“阴”字下得很确切。“秀”是望中所得的印象，既赞颂了终南山，又引出下句。“积雪浮云端”，就是“终南阴岭秀”的具体内容。这个“浮”,创作背景　　这是一首应试诗。《唐诗纪事》记载，祖咏年轻时去长安应考，文题是“终南望余雪”，必须写出一首六韵十二句的五言长律。祖咏看完后思考了一下，写出了四句就搁笔了。他感到这四句已经表达完整，当考官让他重写时，他还是坚持了自己的看法，考官很不高兴。结果祖咏未被录取。,"祖咏 唐代诗人。洛阳（今属河南）人。生卒年不详。少有文名，擅长诗歌创作。与王维友善。王维在济州赠诗云：""结交二十载，不得一日展。贫病子既深，契阔余不浅。""（《赠祖三咏》）其流落不遇的情况可知。开元十二年(724)，进士及第，长期未授官。后入仕，又遭迁谪，仕途落拓，后归隐汝水一带。► 39篇诗文"
22,宫词,张祜,"
故国三千里，深宫二十年。一声何满子，双泪落君前。
",唐代,译文故乡和亲人远在千里之外，我已被幽闭在这深宫里二十年了，听一声曲子《何满子》，忍不住掉下眼泪。注释故国：故乡。何满子：唐玄宗时著名歌手，据说她因故得罪了皇帝，被推出就刑。就刑前她张口高歌，曲调悲愤，使“苍天白日黯然失色”。结果皇帝闻之，终因惜其技艺难得而降旨缓刑。因为何满子出色的技艺，大诗人元稹、白居易、杜牧等都相继为之赋诗，其中以张祜的《何满子》宫词：“故国三千里，深宫二十年。一声何满子，双泪落君前”最为感人。这首宫词后来流传甚广，其唱来异常悲怨。据说唐武宗时，有一孟才人，因有感于武宗让其殉情之意，为奄奄一息的武宗唱了一曲《何满子,"",创作背景　　唐武宗李炎宠信善歌才人孟氏，后值武宗病重之时，孟才人侍其侧，武宗问之曰：“我或不讳，汝将何之？”孟才人对曰：“若陛下万岁之后。无复为生。”当时，武宗令其于病榻之前歌《河满子》一曲，声调凄咽，闻者涕零。不久，武宗崩驾，孟才人哀痛数日而死。张枯为孟才人殉情之事写了三首诗，一首题作《孟才人叹》，另二首为一组，总题名“宫词”。,张祜 字承吉，邢台清河人，唐代著名诗人。出生在清河张氏望族，家世显赫，被人称作张公子，有“海内名士”之誉。张祜的一生，在诗歌创作上取得了卓越成就。“故国三千里，深宫二十年”张祜以是得名，《全唐诗》收录其349首诗歌。► 355篇诗文
23,寻隐者不遇 / 孙革访羊尊师诗,贾岛,"
松下问童子，言师采药去。只在此山中，云深不知处。
",唐代,译文苍松下，我询问了年少的学童；他说，师傅已经采药去了山中。他还对我说，就在这座大山里，可山中云雾缭绕，不知他行踪。注释⑴寻：寻访。隐者：隐士，隐居在山林中的人。古代指不肯做官而隐居在山野之间的人。一般指的是贤士。不遇：没有遇到，没有见到。⑵童子：没有成年的人，小孩。在这里是指“隐者”的弟子、学生。⑶言：回答，说。⑷云深：指山上的云雾。处：行踪，所在。,"",创作背景　　此诗是中唐时期诗僧贾岛到山中寻访一位隐者未能遇到有感而作的。隐者不详何人，有人认为是贾岛的山友长孙霞。此诗的具体创作时间难以考证。,贾岛（779～843年），字浪（阆）仙，唐代诗人。汉族，唐朝河北道幽州范阳县（今河北省涿州市）人。早年出家为僧，号无本。自号“碣石山人”。据说在洛阳的时候后因当时有命令禁止和尚午后外出，贾岛做诗发牢骚，被韩愈发现其才华。后受教于韩愈，并还俗参加科举，但累举不中第。唐文宗的时候被排挤，贬做长江主簿。唐武宗会昌年初由普州司仓参军改任司户，未任病逝。► 416篇诗文
24,崔九欲往南山马上口号与别 / 留别王维 / 送崔九,裴迪,"
归山深浅去，须尽丘壑美。莫学武陵人，暂游桃源里。
",唐代,译文你若要归山无论深浅都要去看看；山峦沟壑清净秀美要尽情地赏玩。千万别学陶渊明笔下那个武陵人，只在桃花源游了几天就匆匆出山。注释武陵人：指陶潜《桃花源记》的武陵渔人。,"",创作背景　　崔九曾与王维，作者同隐于终南山，从作者这首送崔九归山的诗中看得出来，崔九大约不大愿意再隐居下去了，于是有了作者的这一番劝勉。,裴迪（716-?），唐代诗人，河东（今山西）人。官蜀州刺史及尚书省郎。其一生以诗文见称，是盛唐著名的山水田园诗人之一。与大诗人王维、杜甫关系密切。早年与“诗佛”王维过从甚密，晚年居辋川、终南山，两人来往更为频繁，故其诗多是与王维的唱和应酬之作。“寒山转苍翠，秋水日潺谖。倚仗柴门外，临风听暮蝉。渡头余落日，墟里上孤烟。复值接舆醉，狂歌五柳前。”这首号称“诗中有画”的诗篇就是闲居辋川时王维答赠裴迪的。受王维的影响，裴迪的诗大多为五绝，描写的也常是幽寂的景色，大抵和王维山水诗相近。► 39篇诗文
25,送灵澈上人,刘长卿,"
苍苍竹林寺，杳杳钟声晚。荷笠带斜阳，青山独归远。(斜阳 一作：夕阳)
",唐代,译文青苍的竹林寺，近晚时传来深远的钟声。背着斗笠披着斜阳，独回青山渐行渐远。注释灵澈上人：唐代著名僧人，本姓杨，字源澄，会稽（今浙江绍兴）人，后为云门寺僧。上人，对僧人的敬称。苍苍：深青色。竹林寺：在现在江苏丹徒南。杳（yǎo）杳：深远的样子。荷（hè）笠：背着斗笠。荷，背着。,"",创作背景　　灵澈上人是中唐时期一位著名诗僧，俗姓汤，字源澄，会稽（今浙江绍兴）人，在会稽云门山云门寺出家，诗中的竹林寺在润州（今江苏镇江），是灵澈此次游方歇宿的寺院。这首诗写傍晚时分，诗人送灵澈返回竹林寺的途中。,刘长卿(约726 — 约786)，字文房，汉族，宣城（今属安徽）人，唐代诗人。后迁居洛阳，河间（今属河北）为其郡望。玄宗天宝年间进士。肃宗至德中官监察御史，后为长洲县尉，因事下狱，贬南巴尉。代宗大历中任转运使判官，知淮西、鄂岳转运留后，又被诬再贬睦州司马。德宗建中年间，官终随州刺史，世称刘随州。► 564篇诗文
